datetime,date,hour,temperature_c,humidity_pct,precipitation_mm,rain_mm,snowfall_cm,snow_depth_m,weather_code,weather_condition,cloud_cover_pct,visibility_m,wind_speed_kmh,wind_gusts_kmh,simple_condition,temperature_f
2025-01-01T00:00,2025-01-01,0,9.1,95,0.9,0.9,0.0,0.0,53,Moderate Drizzle,100,,12.4,37.4,Rain,48.379999999999995
2025-01-01T01:00,2025-01-01,1,8.6,98,0.0,0.0,0.0,0.0,3,Overcast,100,,5.0,23.4,Cloudy,47.48
2025-01-01T02:00,2025-01-01,2,8.9,99,0.0,0.0,0.0,0.0,3,Overcast,100,,8.3,15.1,Cloudy,48.02
2025-01-01T03:00,2025-01-01,3,8.8,98,0.0,0.0,0.0,0.0,3,Overcast,100,,9.3,18.0,Cloudy,47.84
2025-01-01T04:00,2025-01-01,4,8.3,99,0.0,0.0,0.0,0.0,3,Overcast,100,,10.7,20.5,Cloudy,46.94
2025-01-01T05:00,2025-01-01,5,7.9,97,0.0,0.0,0.0,0.0,0,Clear,6,,14.2,28.1,Clear,46.22
2025-01-01T06:00,2025-01-01,6,6.7,96,0.0,0.0,0.0,0.0,0,Clear,15,,13.3,28.4,Clear,44.06
2025-01-01T07:00,2025-01-01,7,5.6,96,0.0,0.0,0.0,0.0,0,Clear,7,,12.3,26.6,Clear,42.08
2025-01-01T08:00,2025-01-01,8,7.1,96,0.0,0.0,0.0,0.0,0,Clear,13,,12.6,24.8,Clear,44.78
2025-01-01T09:00,2025-01-01,9,8.1,92,0.0,0.0,0.0,0.0,0,Clear,10,,12.3,27.4,Clear,46.58
2025-01-01T10:00,2025-01-01,10,9.6,85,0.0,0.0,0.0,0.0,0,Clear,8,,11.1,26.6,Clear,49.28
2025-01-01T11:00,2025-01-01,11,10.4,76,0.0,0.0,0.0,0.0,1,Mainly Clear,25,,15.9,38.5,Clear,50.72
2025-01-01T12:00,2025-01-01,12,10.9,70,0.0,0.0,0.0,0.0,1,Mainly Clear,35,,15.7,38.2,Clear,51.620000000000005
2025-01-01T13:00,2025-01-01,13,10.6,67,0.0,0.0,0.0,0.0,3,Overcast,100,,19.9,44.6,Cloudy,51.08
2025-01-01T14:00,2025-01-01,14,8.4,70,0.0,0.0,0.0,0.0,3,Overcast,100,,22.5,51.1,Cloudy,47.120000000000005
2025-01-01T15:00,2025-01-01,15,6.8,69,0.0,0.0,0.0,0.0,2,Partly Cloudy,72,,23.2,54.7,Cloudy,44.239999999999995
2025-01-01T16:00,2025-01-01,16,5.9,71,0.1,0.1,0.0,0.0,51,Light Drizzle,51,,20.8,53.3,Rain,42.620000000000005
2025-01-01T17:00,2025-01-01,17,5.2,72,0.1,0.1,0.0,0.0,51,Light Drizzle,20,,19.5,47.9,Rain,41.36
2025-01-01T18:00,2025-01-01,18,4.9,67,0.0,0.0,0.0,0.0,0,Clear,1,,19.7,45.0,Clear,40.82
2025-01-01T19:00,2025-01-01,19,4.6,63,0.0,0.0,0.0,0.0,1,Mainly Clear,20,,19.4,44.6,Clear,40.28
2025-01-01T20:00,2025-01-01,20,5.1,59,0.0,0.0,0.0,0.0,0,Clear,1,,20.0,45.0,Clear,41.18
2025-01-01T21:00,2025-01-01,21,4.6,55,0.0,0.0,0.0,0.0,0,Clear,1,,20.9,47.2,Clear,40.28
2025-01-01T22:00,2025-01-01,22,3.9,54,0.0,0.0,0.0,0.0,0,Clear,1,,18.8,46.8,Clear,39.02
2025-01-01T23:00,2025-01-01,23,3.3,58,0.0,0.0,0.0,0.0,0,Clear,2,,17.8,42.1,Clear,37.94
2025-01-02T00:00,2025-01-02,0,3.0,61,0.0,0.0,0.0,0.0,0,Clear,0,,17.7,40.0,Clear,37.4
2025-01-02T01:00,2025-01-02,1,2.5,59,0.0,0.0,0.0,0.0,0,Clear,0,,18.7,41.8,Clear,36.5
2025-01-02T02:00,2025-01-02,2,2.0,63,0.0,0.0,0.0,0.0,0,Clear,1,,18.2,42.1,Clear,35.6
2025-01-02T03:00,2025-01-02,3,1.8,66,0.0,0.0,0.0,0.0,0,Clear,3,,16.9,40.7,Clear,35.24
2025-01-02T04:00,2025-01-02,4,1.6,67,0.0,0.0,0.0,0.0,1,Mainly Clear,35,,16.4,37.8,Clear,34.88
2025-01-02T05:00,2025-01-02,5,1.1,66,0.0,0.0,0.0,0.0,0,Clear,12,,16.9,37.8,Clear,33.98
2025-01-02T06:00,2025-01-02,6,0.6,66,0.0,0.0,0.0,0.0,0,Clear,5,,17.9,40.3,Clear,33.08
2025-01-02T07:00,2025-01-02,7,0.3,66,0.0,0.0,0.0,0.0,0,Clear,17,,16.4,40.0,Clear,32.54
2025-01-02T08:00,2025-01-02,8,1.9,60,0.0,0.0,0.0,0.0,0,Clear,0,,18.0,41.4,Clear,35.42
2025-01-02T09:00,2025-01-02,9,3.0,58,0.0,0.0,0.0,0.0,0,Clear,4,,18.2,42.5,Clear,37.4
2025-01-02T10:00,2025-01-02,10,4.0,55,0.0,0.0,0.0,0.0,0,Clear,1,,18.0,40.7,Clear,39.2
2025-01-02T11:00,2025-01-02,11,4.8,50,0.0,0.0,0.0,0.0,1,Mainly Clear,22,,24.8,58.7,Clear,40.64
2025-01-02T12:00,2025-01-02,12,5.2,47,0.0,0.0,0.0,0.0,2,Partly Cloudy,69,,25.1,56.5,Cloudy,41.36
2025-01-02T13:00,2025-01-02,13,5.4,44,0.0,0.0,0.0,0.0,2,Partly Cloudy,53,,22.6,57.2,Cloudy,41.72
2025-01-02T14:00,2025-01-02,14,5.3,42,0.0,0.0,0.0,0.0,2,Partly Cloudy,63,,24.1,54.4,Cloudy,41.54
2025-01-02T15:00,2025-01-02,15,4.6,44,0.0,0.0,0.0,0.0,3,Overcast,98,,20.0,60.8,Cloudy,40.28
2025-01-02T16:00,2025-01-02,16,3.4,46,0.0,0.0,0.0,0.0,3,Overcast,87,,20.5,47.9,Cloudy,38.12
2025-01-02T17:00,2025-01-02,17,2.2,51,0.0,0.0,0.0,0.0,0,Clear,9,,18.8,47.9,Clear,35.96
2025-01-02T18:00,2025-01-02,18,1.6,53,0.0,0.0,0.0,0.0,2,Partly Cloudy,64,,17.1,42.8,Cloudy,34.88
2025-01-02T19:00,2025-01-02,19,1.2,54,0.0,0.0,0.0,0.0,2,Partly Cloudy,59,,17.1,38.9,Cloudy,34.16
2025-01-02T20:00,2025-01-02,20,1.5,52,0.0,0.0,0.0,0.0,3,Overcast,82,,19.7,44.6,Cloudy,34.7
2025-01-02T21:00,2025-01-02,21,1.1,54,0.0,0.0,0.0,0.0,2,Partly Cloudy,58,,17.9,44.6,Cloudy,33.98
2025-01-02T22:00,2025-01-02,22,0.7,57,0.0,0.0,0.0,0.0,2,Partly Cloudy,50,,15.3,40.3,Cloudy,33.26
2025-01-02T23:00,2025-01-02,23,0.2,60,0.0,0.0,0.0,0.0,1,Mainly Clear,27,,13.6,34.6,Clear,32.36
2025-01-03T00:00,2025-01-03,0,-0.3,61,0.0,0.0,0.0,0.0,0,Clear,6,,13.2,30.6,Clear,31.46
2025-01-03T01:00,2025-01-03,1,-0.7,60,0.0,0.0,0.0,0.0,0,Clear,4,,14.5,32.8,Clear,30.74
2025-01-03T02:00,2025-01-03,2,-0.9,59,0.0,0.0,0.0,0.0,0,Clear,4,,15.7,35.6,Clear,30.38
2025-01-03T03:00,2025-01-03,3,-1.0,59,0.0,0.0,0.0,0.0,0,Clear,3,,15.5,36.0,Clear,30.2
2025-01-03T04:00,2025-01-03,4,-1.4,59,0.0,0.0,0.0,0.0,0,Clear,10,,14.6,34.9,Clear,29.48
2025-01-03T05:00,2025-01-03,5,-1.5,61,0.0,0.0,0.0,0.0,0,Clear,4,,13.0,32.8,Clear,29.3
2025-01-03T06:00,2025-01-03,6,-1.8,63,0.0,0.0,0.0,0.0,0,Clear,2,,11.6,29.2,Clear,28.76
2025-01-03T07:00,2025-01-03,7,-1.9,65,0.0,0.0,0.0,0.0,0,Clear,10,,10.8,25.6,Clear,28.580000000000002
2025-01-03T08:00,2025-01-03,8,-0.5,61,0.0,0.0,0.0,0.0,0,Clear,3,,11.4,24.8,Clear,31.1
2025-01-03T09:00,2025-01-03,9,0.4,60,0.0,0.0,0.0,0.0,0,Clear,0,,11.1,26.3,Clear,32.72
2025-01-03T10:00,2025-01-03,10,1.4,56,0.0,0.0,0.0,0.0,0,Clear,1,,14.0,33.5,Clear,34.52
2025-01-03T11:00,2025-01-03,11,2.1,51,0.0,0.0,0.0,0.0,1,Mainly Clear,40,,17.1,40.7,Clear,35.78
2025-01-03T12:00,2025-01-03,12,2.5,51,0.0,0.0,0.0,0.0,2,Partly Cloudy,64,,15.6,41.0,Cloudy,36.5
2025-01-03T13:00,2025-01-03,13,3.0,49,0.0,0.0,0.0,0.0,2,Partly Cloudy,71,,15.7,37.8,Cloudy,37.4
2025-01-03T14:00,2025-01-03,14,3.2,49,0.0,0.0,0.0,0.0,0,Clear,13,,16.1,40.0,Clear,37.76
2025-01-03T15:00,2025-01-03,15,3.2,48,0.0,0.0,0.0,0.0,3,Overcast,100,,15.6,38.9,Cloudy,37.76
2025-01-03T16:00,2025-01-03,16,2.8,53,0.0,0.0,0.0,0.0,3,Overcast,80,,10.3,40.0,Cloudy,37.04
2025-01-03T17:00,2025-01-03,17,1.9,59,0.0,0.0,0.0,0.0,3,Overcast,92,,9.6,23.8,Cloudy,35.42
2025-01-03T18:00,2025-01-03,18,1.5,61,0.0,0.0,0.0,0.0,3,Overcast,100,,9.9,21.6,Cloudy,34.7
2025-01-03T19:00,2025-01-03,19,0.9,63,0.0,0.0,0.0,0.0,3,Overcast,100,,9.6,22.7,Cloudy,33.62
2025-01-03T20:00,2025-01-03,20,-1.0,71,0.0,0.0,0.0,0.0,1,Mainly Clear,34,,6.9,19.4,Clear,30.2
2025-01-03T21:00,2025-01-03,21,-1.2,70,0.0,0.0,0.0,0.0,3,Overcast,100,,9.3,20.5,Cloudy,29.84
2025-01-03T22:00,2025-01-03,22,-1.5,70,0.0,0.0,0.0,0.0,0,Clear,4,,9.6,21.2,Clear,29.3
2025-01-03T23:00,2025-01-03,23,-1.8,71,0.0,0.0,0.0,0.0,0,Clear,0,,10.3,22.3,Clear,28.76
2025-01-04T00:00,2025-01-04,0,-1.8,66,0.0,0.0,0.0,0.0,0,Clear,0,,13.0,28.8,Clear,28.76
2025-01-04T01:00,2025-01-04,1,-1.9,59,0.0,0.0,0.0,0.0,0,Clear,4,,14.1,31.7,Clear,28.580000000000002
2025-01-04T02:00,2025-01-04,2,-2.0,59,0.0,0.0,0.0,0.0,3,Overcast,100,,13.9,32.8,Cloudy,28.4
2025-01-04T03:00,2025-01-04,3,-1.8,58,0.0,0.0,0.0,0.0,3,Overcast,100,,14.3,32.8,Cloudy,28.76
2025-01-04T04:00,2025-01-04,4,-1.4,56,0.0,0.0,0.0,0.0,2,Partly Cloudy,52,,14.5,32.8,Cloudy,29.48
2025-01-04T05:00,2025-01-04,5,-1.7,47,0.0,0.0,0.0,0.0,2,Partly Cloudy,78,,16.1,37.1,Cloudy,28.94
2025-01-04T06:00,2025-01-04,6,-2.2,49,0.0,0.0,0.0,0.0,1,Mainly Clear,24,,16.7,38.9,Clear,28.04
2025-01-04T07:00,2025-01-04,7,-2.5,51,0.0,0.0,0.0,0.0,1,Mainly Clear,23,,16.9,39.6,Clear,27.5
2025-01-04T08:00,2025-01-04,8,-1.5,55,0.0,0.0,0.0,0.0,2,Partly Cloudy,79,,15.2,35.6,Cloudy,29.3
2025-01-04T09:00,2025-01-04,9,-0.6,55,0.0,0.0,0.0,0.0,3,Overcast,93,,16.3,35.6,Cloudy,30.92
2025-01-04T10:00,2025-01-04,10,-0.1,49,0.0,0.0,0.0,0.0,3,Overcast,98,,21.7,49.0,Cloudy,31.82
2025-01-04T11:00,2025-01-04,11,-0.2,48,0.0,0.0,0.0,0.0,3,Overcast,100,,20.9,50.4,Cloudy,31.64
2025-01-04T12:00,2025-01-04,12,-0.3,45,0.0,0.0,0.0,0.0,3,Overcast,91,,22.6,51.8,Cloudy,31.46
2025-01-04T13:00,2025-01-04,13,-0.1,39,0.0,0.0,0.0,0.0,2,Partly Cloudy,65,,26.1,58.3,Cloudy,31.82
2025-01-04T14:00,2025-01-04,14,-0.1,40,0.0,0.0,0.0,0.0,2,Partly Cloudy,74,,23.1,59.4,Cloudy,31.82
2025-01-04T15:00,2025-01-04,15,-0.4,42,0.0,0.0,0.0,0.0,3,Overcast,100,,23.1,55.1,Cloudy,31.28
2025-01-04T16:00,2025-01-04,16,-1.0,44,0.0,0.0,0.0,0.0,2,Partly Cloudy,72,,18.3,58.7,Cloudy,30.2
2025-01-04T17:00,2025-01-04,17,-1.6,45,0.0,0.0,0.0,0.0,3,Overcast,81,,15.9,41.8,Cloudy,29.12
2025-01-04T18:00,2025-01-04,18,-2.0,46,0.0,0.0,0.0,0.0,2,Partly Cloudy,56,,15.1,36.7,Cloudy,28.4
2025-01-04T19:00,2025-01-04,19,-2.2,47,0.0,0.0,0.0,0.0,1,Mainly Clear,35,,14.7,34.6,Clear,28.04
2025-01-04T20:00,2025-01-04,20,-2.2,49,0.0,0.0,0.0,0.0,0,Clear,6,,13.6,31.0,Clear,28.04
2025-01-04T21:00,2025-01-04,21,-2.3,49,0.0,0.0,0.0,0.0,0,Clear,0,,14.1,32.0,Clear,27.86
2025-01-04T22:00,2025-01-04,22,-2.7,51,0.0,0.0,0.0,0.0,0,Clear,1,,13.9,32.4,Clear,27.14
2025-01-04T23:00,2025-01-04,23,-2.9,51,0.0,0.0,0.0,0.0,0,Clear,13,,14.0,32.4,Clear,26.78
2025-01-05T00:00,2025-01-05,0,-3.2,50,0.0,0.0,0.0,0.0,1,Mainly Clear,26,,13.9,32.8,Clear,26.240000000000002
2025-01-05T01:00,2025-01-05,1,-3.3,49,0.0,0.0,0.0,0.0,0,Clear,15,,15.0,33.8,Clear,26.060000000000002
2025-01-05T02:00,2025-01-05,2,-3.5,50,0.0,0.0,0.0,0.0,0,Clear,8,,13.5,34.2,Clear,25.7
2025-01-05T03:00,2025-01-05,3,-3.6,51,0.0,0.0,0.0,0.0,0,Clear,6,,13.0,31.0,Clear,25.52
2025-01-05T04:00,2025-01-05,4,-3.5,51,0.0,0.0,0.0,0.0,0,Clear,2,,11.5,29.5,Clear,25.7
2025-01-05T05:00,2025-01-05,5,-3.5,52,0.0,0.0,0.0,0.0,0,Clear,17,,12.1,27.0,Clear,25.7
2025-01-05T06:00,2025-01-05,6,-3.4,53,0.0,0.0,0.0,0.0,1,Mainly Clear,41,,12.4,28.8,Clear,25.880000000000003
2025-01-05T07:00,2025-01-05,7,-3.4,53,0.0,0.0,0.0,0.0,2,Partly Cloudy,62,,12.5,28.8,Cloudy,25.880000000000003
2025-01-05T08:00,2025-01-05,8,-3.1,57,0.0,0.0,0.0,0.0,1,Mainly Clear,42,,13.7,32.0,Clear,26.42
2025-01-05T09:00,2025-01-05,9,-2.5,56,0.0,0.0,0.0,0.0,2,Partly Cloudy,76,,14.7,33.8,Cloudy,27.5
2025-01-05T10:00,2025-01-05,10,-1.5,53,0.0,0.0,0.0,0.0,3,Overcast,100,,18.7,42.1,Cloudy,29.3
2025-01-05T11:00,2025-01-05,11,-0.9,51,0.0,0.0,0.0,0.0,3,Overcast,100,,19.6,46.4,Cloudy,30.38
2025-01-05T12:00,2025-01-05,12,-0.6,50,0.0,0.0,0.0,0.0,3,Overcast,100,,19.0,46.1,Cloudy,30.92
2025-01-05T13:00,2025-01-05,13,-0.2,49,0.0,0.0,0.0,0.0,3,Overcast,89,,19.9,46.1,Cloudy,31.64
2025-01-05T14:00,2025-01-05,14,0.3,46,0.0,0.0,0.0,0.0,1,Mainly Clear,33,,18.6,47.5,Clear,32.54
2025-01-05T15:00,2025-01-05,15,0.2,45,0.0,0.0,0.0,0.0,0,Clear,17,,17.5,43.6,Clear,32.36
2025-01-05T16:00,2025-01-05,16,-0.6,48,0.0,0.0,0.0,0.0,2,Partly Cloudy,60,,13.0,39.6,Cloudy,30.92
2025-01-05T17:00,2025-01-05,17,-1.7,52,0.0,0.0,0.0,0.0,0,Clear,12,,12.2,31.0,Clear,28.94
2025-01-05T18:00,2025-01-05,18,-2.2,55,0.0,0.0,0.0,0.0,1,Mainly Clear,48,,11.2,27.4,Clear,28.04
2025-01-05T19:00,2025-01-05,19,-2.2,56,0.0,0.0,0.0,0.0,2,Partly Cloudy,53,,12.4,27.7,Cloudy,28.04
2025-01-05T20:00,2025-01-05,20,-2.0,57,0.0,0.0,0.0,0.0,3,Overcast,100,,12.2,27.4,Cloudy,28.4
2025-01-05T21:00,2025-01-05,21,-2.2,60,0.0,0.0,0.0,0.0,3,Overcast,99,,11.1,26.6,Cloudy,28.04
2025-01-05T22:00,2025-01-05,22,-2.4,62,0.0,0.0,0.0,0.0,3,Overcast,100,,10.1,24.1,Cloudy,27.68
2025-01-05T23:00,2025-01-05,23,-2.5,64,0.0,0.0,0.0,0.0,3,Overcast,100,,9.0,22.0,Cloudy,27.5
2025-01-06T00:00,2025-01-06,0,-2.8,66,0.0,0.0,0.0,0.0,3,Overcast,100,,8.6,20.2,Cloudy,26.96
2025-01-06T01:00,2025-01-06,1,-2.7,67,0.0,0.0,0.0,0.0,3,Overcast,100,,8.6,18.7,Cloudy,27.14
2025-01-06T02:00,2025-01-06,2,-2.5,67,0.0,0.0,0.0,0.0,3,Overcast,100,,7.8,19.8,Cloudy,27.5
2025-01-06T03:00,2025-01-06,3,-2.5,67,0.0,0.0,0.0,0.0,3,Overcast,100,,7.6,16.9,Cloudy,27.5
2025-01-06T04:00,2025-01-06,4,-2.5,70,0.0,0.0,0.0,0.0,3,Overcast,100,,4.0,17.3,Cloudy,27.5
2025-01-06T05:00,2025-01-06,5,-2.3,70,0.0,0.0,0.0,0.0,3,Overcast,100,,3.5,9.4,Cloudy,27.86
2025-01-06T06:00,2025-01-06,6,-2.2,69,0.0,0.0,0.0,0.0,3,Overcast,100,,3.9,9.4,Cloudy,28.04
2025-01-06T07:00,2025-01-06,7,-2.0,69,0.0,0.0,0.0,0.0,3,Overcast,100,,2.9,9.7,Cloudy,28.4
2025-01-06T08:00,2025-01-06,8,-2.0,75,0.0,0.0,0.0,0.0,3,Overcast,100,,3.9,10.8,Cloudy,28.4
2025-01-06T09:00,2025-01-06,9,-2.0,76,0.2,0.0,0.14,0.0,71,Slight Snow,100,,2.8,9.7,Snow,28.4
2025-01-06T10:00,2025-01-06,10,-1.6,76,0.2,0.0,0.14,0.0,71,Slight Snow,100,,0.9,8.6,Snow,29.12
2025-01-06T11:00,2025-01-06,11,-1.8,79,0.4,0.0,0.28,0.0,73,Moderate Snow,100,,1.3,7.6,Snow,28.76
2025-01-06T12:00,2025-01-06,12,-1.9,83,0.5,0.0,0.35,0.01,73,Moderate Snow,100,,2.8,9.7,Snow,28.580000000000002
2025-01-06T13:00,2025-01-06,13,-1.8,83,0.3,0.0,0.21,0.01,73,Moderate Snow,100,,3.6,10.1,Snow,28.76
2025-01-06T14:00,2025-01-06,14,-1.8,83,0.1,0.0,0.07,0.01,71,Slight Snow,100,,4.3,12.6,Snow,28.76
2025-01-06T15:00,2025-01-06,15,-1.6,83,0.0,0.0,0.0,0.02,3,Overcast,100,,6.8,15.8,Cloudy,29.12
2025-01-06T16:00,2025-01-06,16,-1.5,82,0.0,0.0,0.0,0.02,3,Overcast,100,,8.4,21.2,Cloudy,29.3
2025-01-06T17:00,2025-01-06,17,-1.7,83,0.0,0.0,0.0,0.02,3,Overcast,99,,6.0,19.8,Cloudy,28.94
2025-01-06T18:00,2025-01-06,18,-2.1,78,0.0,0.0,0.0,0.02,3,Overcast,100,,10.3,22.7,Cloudy,28.22
2025-01-06T19:00,2025-01-06,19,-2.8,76,0.0,0.0,0.0,0.02,3,Overcast,100,,11.3,25.2,Cloudy,26.96
2025-01-06T20:00,2025-01-06,20,-3.4,73,0.0,0.0,0.0,0.02,3,Overcast,100,,13.5,29.2,Cloudy,25.880000000000003
2025-01-06T21:00,2025-01-06,21,-3.5,69,0.0,0.0,0.0,0.02,3,Overcast,100,,15.4,33.8,Cloudy,25.7
2025-01-06T22:00,2025-01-06,22,-4.4,67,0.0,0.0,0.0,0.02,3,Overcast,100,,16.7,37.8,Cloudy,24.08
2025-01-06T23:00,2025-01-06,23,-5.8,66,0.0,0.0,0.0,0.02,3,Overcast,100,,18.4,41.8,Cloudy,21.560000000000002
2025-01-07T00:00,2025-01-07,0,-7.2,67,0.0,0.0,0.0,0.02,3,Overcast,100,,17.3,40.0,Cloudy,19.04
2025-01-07T01:00,2025-01-07,1,-8.1,66,0.0,0.0,0.0,0.02,3,Overcast,100,,18.8,40.0,Cloudy,17.42
2025-01-07T02:00,2025-01-07,2,-8.6,64,0.0,0.0,0.0,0.02,2,Partly Cloudy,61,,20.9,46.4,Cloudy,16.520000000000003
2025-01-07T03:00,2025-01-07,3,-8.7,66,0.0,0.0,0.0,0.02,2,Partly Cloudy,66,,20.0,48.2,Cloudy,16.34
2025-01-07T04:00,2025-01-07,4,-8.1,67,0.0,0.0,0.0,0.02,2,Partly Cloudy,63,,17.0,43.9,Cloudy,17.42
2025-01-07T05:00,2025-01-07,5,-7.4,67,0.0,0.0,0.0,0.02,2,Partly Cloudy,65,,15.6,37.4,Cloudy,18.68
2025-01-07T06:00,2025-01-07,6,-7.2,66,0.0,0.0,0.0,0.02,2,Partly Cloudy,61,,15.2,34.2,Cloudy,19.04
2025-01-07T07:00,2025-01-07,7,-6.7,64,0.0,0.0,0.0,0.02,3,Overcast,99,,16.6,37.4,Cloudy,19.939999999999998
2025-01-07T08:00,2025-01-07,8,-6.0,65,0.0,0.0,0.0,0.02,0,Clear,12,,17.8,39.6,Clear,21.2
2025-01-07T09:00,2025-01-07,9,-5.4,63,0.0,0.0,0.0,0.02,3,Overcast,94,,19.4,44.3,Cloudy,22.28
2025-01-07T10:00,2025-01-07,10,-5.0,62,0.0,0.0,0.0,0.02,3,Overcast,99,,22.8,65.2,Cloudy,23.0
2025-01-07T11:00,2025-01-07,11,-4.1,60,0.0,0.0,0.0,0.02,3,Overcast,100,,20.4,64.1,Cloudy,24.62
2025-01-07T12:00,2025-01-07,12,-3.3,58,0.0,0.0,0.0,0.02,3,Overcast,83,,29.9,68.8,Cloudy,26.060000000000002
2025-01-07T13:00,2025-01-07,13,-3.2,61,0.0,0.0,0.0,0.01,3,Overcast,92,,29.7,68.4,Cloudy,26.240000000000002
2025-01-07T14:00,2025-01-07,14,-3.0,62,0.0,0.0,0.0,0.01,3,Overcast,87,,28.0,66.2,Cloudy,26.6
2025-01-07T15:00,2025-01-07,15,-3.0,61,0.0,0.0,0.0,0.01,3,Overcast,100,,21.2,73.4,Cloudy,26.6
2025-01-07T16:00,2025-01-07,16,-3.1,60,0.0,0.0,0.0,0.01,3,Overcast,100,,21.2,65.5,Cloudy,26.42
2025-01-07T17:00,2025-01-07,17,-3.5,62,0.0,0.0,0.0,0.01,2,Partly Cloudy,61,,20.7,49.7,Cloudy,25.7
2025-01-07T18:00,2025-01-07,18,-3.5,63,0.0,0.0,0.0,0.01,3,Overcast,100,,22.7,51.8,Cloudy,25.7
2025-01-07T19:00,2025-01-07,19,-3.6,63,0.0,0.0,0.0,0.01,3,Overcast,86,,23.1,54.7,Cloudy,25.52
2025-01-07T20:00,2025-01-07,20,-3.0,54,0.0,0.0,0.0,0.01,2,Partly Cloudy,66,,18.5,48.6,Cloudy,26.6
2025-01-07T21:00,2025-01-07,21,-3.5,56,0.0,0.0,0.0,0.01,3,Overcast,100,,18.4,40.7,Cloudy,25.7
2025-01-07T22:00,2025-01-07,22,-3.7,57,0.0,0.0,0.0,0.01,3,Overcast,93,,15.7,40.0,Cloudy,25.34
2025-01-07T23:00,2025-01-07,23,-3.8,56,0.0,0.0,0.0,0.01,3,Overcast,90,,14.8,36.0,Cloudy,25.16
2025-01-08T00:00,2025-01-08,0,-4.0,55,0.0,0.0,0.0,0.01,2,Partly Cloudy,64,,17.0,37.4,Cloudy,24.8
2025-01-08T01:00,2025-01-08,1,-4.0,55,0.0,0.0,0.0,0.01,2,Partly Cloudy,57,,20.2,45.0,Cloudy,24.8
2025-01-08T02:00,2025-01-08,2,-4.1,55,0.0,0.0,0.0,0.01,1,Mainly Clear,46,,19.9,46.1,Clear,24.62
2025-01-08T03:00,2025-01-08,3,-4.3,55,0.0,0.0,0.0,0.01,3,Overcast,84,,20.2,46.8,Cloudy,24.26
2025-01-08T04:00,2025-01-08,4,-4.4,56,0.0,0.0,0.0,0.01,3,Overcast,100,,18.6,45.0,Cloudy,24.08
2025-01-08T05:00,2025-01-08,5,-4.3,57,0.0,0.0,0.0,0.01,3,Overcast,100,,16.5,41.0,Cloudy,24.26
2025-01-08T06:00,2025-01-08,6,-4.4,57,0.0,0.0,0.0,0.01,3,Overcast,100,,17.5,38.5,Cloudy,24.08
2025-01-08T07:00,2025-01-08,7,-4.8,58,0.0,0.0,0.0,0.01,3,Overcast,84,,15.8,38.9,Cloudy,23.36
2025-01-08T08:00,2025-01-08,8,-4.1,50,0.0,0.0,0.0,0.01,0,Clear,14,,17.3,38.9,Clear,24.62
2025-01-08T09:00,2025-01-08,9,-3.5,45,0.0,0.0,0.0,0.01,1,Mainly Clear,43,,18.5,46.8,Clear,25.7
2025-01-08T10:00,2025-01-08,10,-3.0,45,0.0,0.0,0.0,0.01,2,Partly Cloudy,61,,19.7,53.3,Cloudy,26.6
2025-01-08T11:00,2025-01-08,11,-2.7,44,0.0,0.0,0.0,0.01,3,Overcast,98,,23.4,56.2,Cloudy,27.14
2025-01-08T12:00,2025-01-08,12,-2.5,43,0.0,0.0,0.0,0.01,3,Overcast,82,,23.9,56.5,Cloudy,27.5
2025-01-08T13:00,2025-01-08,13,-2.5,41,0.0,0.0,0.0,0.01,3,Overcast,90,,25.4,56.5,Cloudy,27.5
2025-01-08T14:00,2025-01-08,14,-2.6,39,0.0,0.0,0.0,0.01,2,Partly Cloudy,64,,24.5,59.4,Cloudy,27.32
2025-01-08T15:00,2025-01-08,15,-3.2,40,0.0,0.0,0.0,0.01,1,Mainly Clear,26,,24.2,58.7,Clear,26.240000000000002
2025-01-08T16:00,2025-01-08,16,-4.2,43,0.0,0.0,0.0,0.01,0,Clear,10,,22.2,54.7,Clear,24.439999999999998
2025-01-08T17:00,2025-01-08,17,-5.4,46,0.0,0.0,0.0,0.01,1,Mainly Clear,31,,19.8,49.3,Clear,22.28
2025-01-08T18:00,2025-01-08,18,-6.2,49,0.0,0.0,0.0,0.01,1,Mainly Clear,49,,19.6,46.1,Clear,20.84
2025-01-08T19:00,2025-01-08,19,-6.6,50,0.0,0.0,0.0,0.01,1,Mainly Clear,37,,19.3,43.9,Clear,20.12
2025-01-08T20:00,2025-01-08,20,-5.6,47,0.0,0.0,0.0,0.01,1,Mainly Clear,42,,20.1,45.4,Clear,21.92
2025-01-08T21:00,2025-01-08,21,-5.8,50,0.0,0.0,0.0,0.01,1,Mainly Clear,43,,18.1,46.1,Clear,21.560000000000002
2025-01-08T22:00,2025-01-08,22,-6.2,53,0.0,0.0,0.0,0.01,1,Mainly Clear,29,,17.6,42.1,Clear,20.84
2025-01-08T23:00,2025-01-08,23,-6.5,55,0.0,0.0,0.0,0.01,2,Partly Cloudy,53,,18.6,43.2,Cloudy,20.3
2025-01-09T00:00,2025-01-09,0,-6.8,55,0.0,0.0,0.0,0.01,2,Partly Cloudy,57,,18.7,45.0,Cloudy,19.76
2025-01-09T01:00,2025-01-09,1,-6.7,55,0.0,0.0,0.0,0.01,2,Partly Cloudy,57,,19.7,44.3,Cloudy,19.939999999999998
